loc_rowid,pl_hostname,pl_letter,pl_name,gaia_dist,st_teff,st_mass,st_rad,rowupdate,pl_disc,pl_facility,pl_status
2425,Kepler-217,c,Kepler-217 c,1140.95,6171.00,,1.80,2014-05-14,2014,Kepler,3
2426,Kepler-217,d,Kepler-217 d,1140.95,6171.00,,1.80,2016-05-10,2016,Kepler,3
2427,Kepler-218,b,Kepler-218 b,669.02,5502.00,,1.06,2014-05-14,2014,Kepler,3
2428,Kepler-218,c,Kepler-218 c,669.02,5502.00,,1.06,2014-05-14,2014,Kepler,3
2429,Kepler-218,d,Kepler-218 d,669.02,5502.00,,1.06,2016-05-10,2016,Kepler,3
2430,Kepler-219,b,Kepler-219 b,805.30,5786.00,,1.49,2014-05-14,2014,Kepler,3
2431,Kepler-219,c,Kepler-219 c,805.30,5786.00,,1.49,2014-05-14,2014,Kepler,3
2432,Kepler-219,d,Kepler-219 d,805.30,5786.00,,1.49,2014-05-14,2014,Kepler,3
2433,Kepler-22,b,Kepler-22 b,195.74,5518.00,0.97,0.98,2014-05-14,2011,Kepler,3
2434,Kepler-220,b,Kepler-220 b,171.96,4632.00,,0.67,2014-05-14,2014,Kepler,3
2435,Kepler-220,c,Kepler-220 c,171.96,4632.00,,0.67,2014-05-14,2014,Kepler,3
2436,Kepler-220,d,Kepler-220 d,171.96,4632.00,,0.67,2014-05-14,2014,Kepler,3
2437,Kepler-220,e,Kepler-220 e,171.96,4632.00,,0.67,2014-05-14,2014,Kepler,3
2438,Kepler-221,b,Kepler-221 b,389.55,5243.00,,0.82,2014-05-14,2014,Kepler,3
2439,Kepler-221,c,Kepler-221 c,389.55,5243.00,,0.82,2014-05-14,2014,Kepler,3
2440,Kepler-221,d,Kepler-221 d,389.55,5243.00,,0.82,2014-05-14,2014,Kepler,3
2441,Kepler-221,e,Kepler-221 e,389.55,5243.00,,0.82,2014-05-14,2014,Kepler,3
2442,Kepler-222,b,Kepler-222 b,775.61,5433.00,,0.87,2014-05-14,2014,Kepler,3
2443,Kepler-222,c,Kepler-222 c,775.61,5433.00,,0.87,2014-05-14,2014,Kepler,3
2444,Kepler-222,d,Kepler-222 d,775.61,5433.00,,0.87,2014-05-14,2014,Kepler,3
2445,Kepler-223,b,Kepler-223 b,1960.49,,1.12,1.72,2016-08-04,2014,Kepler,3
2446,Kepler-223,c,Kepler-223 c,1960.49,,1.12,1.72,2016-08-04,2014,Kepler,3
2447,Kepler-223,d,Kepler-223 d,1960.49,,1.12,1.72,2016-08-04,2014,Kepler,3
2448,Kepler-223,e,Kepler-223 e,1960.49,,1.12,1.72,2016-08-04,2014,Kepler,3
2449,Kepler-224,b,Kepler-224 b,799.75,5018.00,,0.68,2014-05-14,2014,Kepler,3
2450,Kepler-224,c,Kepler-224 c,799.75,5018.00,,0.68,2014-05-14,2014,Kepler,3
2451,Kepler-224,d,Kepler-224 d,799.75,5018.00,,0.68,2014-05-14,2014,Kepler,3
2452,Kepler-224,e,Kepler-224 e,799.75,5018.00,,0.68,2014-05-14,2014,Kepler,3
2453,Kepler-225,b,Kepler-225 b,569.99,3682.00,,0.48,2014-05-14,2014,Kepler,3
2454,Kepler-225,c,Kepler-225 c,569.99,3682.00,,0.48,2014-05-14,2014,Kepler,3
2455,Kepler-226,b,Kepler-226 b,1008.14,5571.00,,0.80,2014-05-14,2014,Kepler,3
2456,Kepler-226,c,Kepler-226 c,1008.14,5571.00,,0.80,2014-05-14,2014,Kepler,3
2457,Kepler-226,d,Kepler-226 d,1008.14,5571.00,,0.80,2014-05-14,2014,Kepler,3
2458,Kepler-227,b,Kepler-227 b,1117.50,5854.00,,1.09,2014-05-14,2014,Kepler,3
2459,Kepler-227,c,Kepler-227 c,1117.50,5854.00,,1.09,2014-05-14,2014,Kepler,3
2460,Kepler-228,b,Kepler-228 b,1724.60,6043.00,,1.01,2014-05-14,2014,Kepler,3
2461,Kepler-228,c,Kepler-228 c,1724.60,6043.00,,1.01,2014-05-14,2014,Kepler,3
2462,Kepler-228,d,Kepler-228 d,1724.60,6043.00,,1.01,2014-05-14,2014,Kepler,3
2463,Kepler-229,b,Kepler-229 b,845.88,5120.00,,0.73,2014-05-14,2014,Kepler,3
2464,Kepler-229,c,Kepler-229 c,845.88,5120.00,,0.73,2014-05-14,2014,Kepler,3
2465,Kepler-229,d,Kepler-229 d,845.88,5120.00,,0.73,2014-05-14,2014,Kepler,3
2466,Kepler-23,b,Kepler-23 b,856.34,5828.00,,1.55,2014-05-14,2011,Kepler,3
2467,Kepler-23,c,Kepler-23 c,856.34,5828.00,,1.55,2014-05-14,2011,Kepler,3
2468,Kepler-23,d,Kepler-23 d,856.34,5828.00,,1.55,2014-05-14,2014,Kepler,3
2469,Kepler-230,b,Kepler-230 b,756.73,5588.00,,0.82,2014-05-14,2014,Kepler,3
2470,Kepler-230,c,Kepler-230 c,756.73,5588.00,,0.82,2014-05-14,2014,Kepler,3
2471,Kepler-231,b,Kepler-231 b,319.49,3767.00,,0.49,2014-05-14,2014,Kepler,3
2472,Kepler-231,c,Kepler-231 c,319.49,3767.00,,0.49,2014-05-14,2014,Kepler,3
2473,Kepler-232,b,Kepler-232 b,1402.96,5847.00,,0.97,2014-05-14,2014,Kepler,3
2474,Kepler-232,c,Kepler-232 c,1402.96,5847.00,,0.97,2014-05-14,2014,Kepler,3
2475,Kepler-233,b,Kepler-233 b,877.73,5360.00,,0.76,2014-05-14,2014,Kepler,3
2476,Kepler-233,c,Kepler-233 c,877.73,5360.00,,0.76,2014-05-14,2014,Kepler,3
2477,Kepler-234,b,Kepler-234 b,1821.01,6224.00,,1.11,2014-05-14,2014,Kepler,3
2478,Kepler-234,c,Kepler-234 c,1821.01,6224.00,,1.11,2014-05-14,2014,Kepler,3
2479,Kepler-235,b,Kepler-235 b,433.24,4255.00,,0.55,2014-05-14,2014,Kepler,3
2480,Kepler-235,c,Kepler-235 c,433.24,4255.00,,0.55,2014-05-14,2014,Kepler,3
2481,Kepler-235,d,Kepler-235 d,433.24,4255.00,,0.55,2014-05-14,2014,Kepler,3
2482,Kepler-235,e,Kepler-235 e,433.24,4255.00,,0.55,2014-05-14,2014,Kepler,3
2483,Kepler-236,b,Kepler-236 b,291.17,3750.00,,0.51,2014-05-14,2014,Kepler,3
2484,Kepler-236,c,Kepler-236 c,291.17,3750.00,,0.51,2014-05-14,2014,Kepler,3
2485,Kepler-237,b,Kepler-237 b,670.41,4861.00,,0.72,2014-05-14,2014,Kepler,3
2486,Kepler-237,c,Kepler-237 c,670.41,4861.00,,0.72,2014-05-14,2014,Kepler,3
2487,Kepler-238,b,Kepler-238 b,1897.73,5751.00,,1.43,2014-05-14,2014,Kepler,3
2488,Kepler-238,c,Kepler-238 c,1897.73,5751.00,,1.43,2014-05-14,2014,Kepler,3
2489,Kepler-238,d,Kepler-238 d,1897.73,5751.00,,1.43,2014-05-14,2014,Kepler,3
2490,Kepler-238,e,Kepler-238 e,1897.73,5751.00,,1.43,2014-05-14,2013,Kepler,3
2491,Kepler-238,f,Kepler-238 f,1897.73,5751.00,,1.43,2014-05-14,2013,Kepler,3
2492,Kepler-239,b,Kepler-239 b,660.07,4914.00,,0.76,2014-05-14,2014,Kepler,3
2493,Kepler-239,c,Kepler-239 c,660.07,4914.00,,0.76,2014-05-14,2014,Kepler,3
2494,Kepler-24,b,Kepler-24 b,1195.99,5897.00,,1.29,2014-05-14,2011,Kepler,3
2495,Kepler-24,c,Kepler-24 c,1195.99,5897.00,,1.29,2014-05-14,2011,Kepler,3
2496,Kepler-24,d,Kepler-24 d,1195.99,5897.00,,1.29,2014-05-14,2014,Kepler,3
2497,Kepler-24,e,Kepler-24 e,1195.99,5897.00,,1.29,2014-05-14,2014,Kepler,3
2498,Kepler-240,b,Kepler-240 b,762.74,4985.00,,0.74,2014-05-14,2014,Kepler,3
2499,Kepler-240,c,Kepler-240 c,762.74,4985.00,,0.74,2014-05-14,2014,Kepler,3
2500,Kepler-241,b,Kepler-241 b,609.86,4699.00,,0.67,2014-05-14,2014,Kepler,3
2501,Kepler-241,c,Kepler-241 c,609.86,4699.00,,0.67,2014-05-14,2014,Kepler,3
2502,Kepler-242,b,Kepler-242 b,610.60,5020.00,,0.85,2014-05-14,2014,Kepler,3
2503,Kepler-242,c,Kepler-242 c,610.60,5020.00,,0.85,2014-05-14,2014,Kepler,3
2504,Kepler-243,b,Kepler-243 b,707.94,5228.00,,0.84,2014-05-14,2014,Kepler,3
2505,Kepler-243,c,Kepler-243 c,707.94,5228.00,,0.84,2014-05-14,2014,Kepler,3
2506,Kepler-244,b,Kepler-244 b,1067.62,5554.00,,0.80,2014-05-14,2014,Kepler,3
2507,Kepler-244,c,Kepler-244 c,1067.62,5554.00,,0.80,2014-05-14,2014,Kepler,3
2508,Kepler-244,d,Kepler-244 d,1067.62,5554.00,,0.80,2014-05-14,2014,Kepler,3
2509,Kepler-245,b,Kepler-245 b,882.65,5100.00,,0.80,2014-05-14,2014,Kepler,3
2510,Kepler-245,c,Kepler-245 c,882.65,5100.00,,0.80,2014-05-14,2014,Kepler,3
2511,Kepler-245,d,Kepler-245 d,882.65,5100.00,,0.80,2014-05-14,2014,Kepler,3
2512,Kepler-245,e,Kepler-245 e,882.65,5100.00,,0.80,2016-05-10,2016,Kepler,3
2513,Kepler-246,b,Kepler-246 b,637.44,5206.00,,0.83,2014-05-14,2014,Kepler,3
2514,Kepler-246,c,Kepler-246 c,637.44,5206.00,,0.83,2014-05-14,2014,Kepler,3
2515,Kepler-247,b,Kepler-247 b,676.38,5100.00,,0.77,2014-05-14,2014,Kepler,3
2516,Kepler-247,c,Kepler-247 c,676.38,5100.00,,0.77,2014-05-14,2014,Kepler,3
2517,Kepler-247,d,Kepler-247 d,676.38,5100.00,,0.77,2014-05-14,2014,Kepler,3
2518,Kepler-248,b,Kepler-248 b,754.65,5190.00,,0.83,2014-05-14,2014,Kepler,3
2519,Kepler-248,c,Kepler-248 c,754.65,5190.00,,0.83,2014-05-14,2014,Kepler,3
2520,Kepler-249,b,Kepler-249 b,191.44,3568.00,,0.48,2014-05-14,2014,Kepler,3
2521,Kepler-249,c,Kepler-249 c,191.44,3568.00,,0.48,2014-05-14,2014,Kepler,3
2522,Kepler-249,d,Kepler-249 d,191.44,3568.00,,0.48,2014-05-14,2014,Kepler,3
2523,Kepler-25,b,Kepler-25 b,244.96,6270.00,1.19,1.31,2019-06-13,2011,Kepler,3
2524,Kepler-25,c,Kepler-25 c,244.96,6270.00,1.19,1.31,2019-06-13,2011,Kepler,3
2525,Kepler-25,d,Kepler-25 d,244.96,6270.00,1.19,1.31,2019-06-13,2014,W. M. Keck Observatory,3
2526,Kepler-250,b,Kepler-250 b,777.31,5160.00,,0.81,2014-05-14,2014,Kepler,3
2527,Kepler-250,c,Kepler-250 c,777.31,5160.00,,0.81,2014-05-14,2014,Kepler,3
2528,Kepler-250,d,Kepler-250 d,777.31,5160.00,,0.81,2014-05-14,2014,Kepler,3
2529,Kepler-251,b,Kepler-251 b,948.98,5526.00,,0.89,2014-05-14,2014,Kepler,3
2530,Kepler-251,c,Kepler-251 c,948.98,5526.00,,0.89,2014-05-14,2014,Kepler,3
2531,Kepler-251,d,Kepler-251 d,948.98,5526.00,,0.89,2014-05-14,2014,Kepler,3
2532,Kepler-251,e,Kepler-251 e,948.98,5526.00,,0.89,2014-05-14,2014,Kepler,3
2533,Kepler-252,b,Kepler-252 b,383.59,4208.00,,0.55,2014-05-14,2014,Kepler,3
2534,Kepler-252,c,Kepler-252 c,383.59,4208.00,,0.55,2014-05-14,2014,Kepler,3
2535,Kepler-253,b,Kepler-253 b,858.93,5208.00,,0.79,2014-05-14,2014,Kepler,3
2536,Kepler-253,c,Kepler-253 c,858.93,5208.00,,0.79,2014-05-14,2014,Kepler,3
2537,Kepler-253,d,Kepler-253 d,858.93,5208.00,,0.79,2014-05-14,2014,Kepler,3
2538,Kepler-254,b,Kepler-254 b,1446.45,5957.00,,0.91,2014-05-14,2014,Kepler,3
2539,Kepler-254,c,Kepler-254 c,1446.45,5957.00,,0.91,2014-05-14,2014,Kepler,3
2540,Kepler-254,d,Kepler-254 d,1446.45,5957.00,,0.91,2014-05-14,2014,Kepler,3
2541,Kepler-255,b,Kepler-255 b,1084.50,5573.00,,0.93,2014-05-14,2014,Kepler,3
2542,Kepler-255,c,Kepler-255 c,1084.50,5573.00,,0.93,2014-05-14,2014,Kepler,3
2543,Kepler-255,d,Kepler-255 d,1084.50,5573.00,,0.93,2016-05-10,2016,Kepler,3
2544,Kepler-256,b,Kepler-256 b,1057.36,5551.00,,1.30,2014-05-14,2014,Kepler,3
2545,Kepler-256,c,Kepler-256 c,1057.36,5551.00,,1.30,2014-05-14,2014,Kepler,3
2546,Kepler-256,d,Kepler-256 d,1057.36,5551.00,,1.30,2014-05-14,2014,Kepler,3
2547,Kepler-256,e,Kepler-256 e,1057.36,5551.00,,1.30,2014-05-14,2014,Kepler,3
2548,Kepler-257,b,Kepler-257 b,797.75,5180.00,,1.04,2014-05-14,2014,Kepler,3
2549,Kepler-257,c,Kepler-257 c,797.75,5180.00,,1.04,2014-05-14,2014,Kepler,3
2550,Kepler-257,d,Kepler-257 d,797.75,5180.00,,1.04,2014-05-14,2014,Kepler,3
2551,Kepler-258,b,Kepler-258 b,585.60,4942.00,,0.92,2014-05-14,2014,Kepler,3
2552,Kepler-258,c,Kepler-258 c,585.60,4942.00,,0.92,2014-05-14,2014,Kepler,3
2553,Kepler-259,b,Kepler-259 b,1031.58,5938.00,,0.90,2014-05-14,2014,Kepler,3
2554,Kepler-259,c,Kepler-259 c,1031.58,5938.00,,0.90,2014-05-14,2014,Kepler,3
2555,Kepler-26,b,Kepler-26 b,338.55,3914.00,0.54,0.51,2016-04-07,2011,Kepler,3
2556,Kepler-26,c,Kepler-26 c,338.55,3914.00,0.54,0.51,2016-04-07,2011,Kepler,3
2557,Kepler-26,d,Kepler-26 d,338.55,3914.00,0.54,0.51,2014-05-14,2014,Kepler,3
2558,Kepler-26,e,Kepler-26 e,338.55,3914.00,0.54,0.51,2014-05-14,2014,Kepler,3
2559,Kepler-260,b,Kepler-260 b,638.85,5250.00,,0.86,2014-05-14,2014,Kepler,3
2560,Kepler-260,c,Kepler-260 c,638.85,5250.00,,0.86,2014-05-14,2014,Kepler,3
2561,Kepler-261,b,Kepler-261 b,320.43,5098.00,,0.79,2014-05-14,2014,Kepler,3
2562,Kepler-261,c,Kepler-261 c,320.43,5098.00,,0.79,2014-05-14,2014,Kepler,3
2563,Kepler-262,b,Kepler-262 b,624.08,5841.00,,0.88,2014-05-14,2014,Kepler,3
2564,Kepler-262,c,Kepler-262 c,624.08,5841.00,,0.88,2014-05-14,2014,Kepler,3
2565,Kepler-263,b,Kepler-263 b,771.09,5265.00,,0.79,2014-05-14,2014,Kepler,3
2566,Kepler-263,c,Kepler-263 c,771.09,5265.00,,0.79,2014-05-14,2014,Kepler,3
2567,Kepler-264,b,Kepler-264 b,968.15,6158.00,,1.55,2014-05-14,2014,Kepler,3
2568,Kepler-264,c,Kepler-264 c,968.15,6158.00,,1.55,2014-05-14,2014,Kepler,3
2569,Kepler-265,b,Kepler-265 b,1328.21,5835.00,,1.10,2014-05-14,2014,Kepler,3
2570,Kepler-265,c,Kepler-265 c,1328.21,5835.00,,1.10,2014-05-14,2014,Kepler,3
2571,Kepler-265,d,Kepler-265 d,1328.21,5835.00,,1.10,2014-05-14,2014,Kepler,3
2572,Kepler-265,e,Kepler-265 e,1328.21,5835.00,,1.10,2014-05-14,2014,Kepler,3
2573,Kepler-266,b,Kepler-266 b,1425.27,5885.00,,1.03,2014-05-14,2014,Kepler,3
2574,Kepler-266,c,Kepler-266 c,1425.27,5885.00,,1.03,2014-05-14,2014,Kepler,3
2575,Kepler-267,b,Kepler-267 b,267.00,4258.00,,0.56,2014-05-14,2014,Kepler,3
2576,Kepler-267,c,Kepler-267 c,267.00,4258.00,,0.56,2014-05-14,2014,Kepler,3
2577,Kepler-267,d,Kepler-267 d,267.00,4258.00,,0.56,2014-05-14,2014,Kepler,3
2578,Kepler-268,b,Kepler-268 b,873.21,6081.00,,1.27,2014-05-14,2014,Kepler,3
2579,Kepler-268,c,Kepler-268 c,873.21,6081.00,,1.27,2014-05-14,2014,Kepler,3
2580,Kepler-269,b,Kepler-269 b,2418.83,5847.00,,0.96,2014-05-14,2014,Kepler,3
2581,Kepler-269,c,Kepler-269 c,2418.83,5847.00,,0.96,2014-05-14,2014,Kepler,3
2582,Kepler-27,b,Kepler-27 b,1075.10,5400.00,0.65,0.59,2014-05-14,2011,Kepler,3
2583,Kepler-27,c,Kepler-27 c,1075.10,5400.00,0.65,0.59,2014-05-14,2011,Kepler,3
2584,Kepler-270,b,Kepler-270 b,975.46,6067.00,,1.46,2014-05-14,2014,Kepler,3
2585,Kepler-270,c,Kepler-270 c,975.46,6067.00,,1.46,2014-05-14,2014,Kepler,3
2586,Kepler-271,b,Kepler-271 b,409.29,5555.00,0.90,0.87,2016-05-10,2014,Kepler,3
2587,Kepler-271,c,Kepler-271 c,409.29,5555.00,0.90,0.87,2016-05-10,2014,Kepler,3
2588,Kepler-271,d,Kepler-271 d,409.29,5555.00,0.90,0.87,2016-05-10,2016,Kepler,3
2589,Kepler-272,b,Kepler-272 b,912.85,5297.00,,0.93,2014-05-14,2014,Kepler,3
2590,Kepler-272,c,Kepler-272 c,912.85,5297.00,,0.93,2014-05-14,2014,Kepler,3
2591,Kepler-272,d,Kepler-272 d,912.85,5297.00,,0.93,2014-05-14,2014,Kepler,3
2592,Kepler-273,b,Kepler-273 b,728.85,5626.00,,0.81,2014-05-14,2014,Kepler,3
2593,Kepler-273,c,Kepler-273 c,728.85,5626.00,,0.81,2014-05-14,2014,Kepler,3
2594,Kepler-274,b,Kepler-274 b,1385.51,6023.00,,1.01,2014-05-14,2014,Kepler,3
2595,Kepler-274,c,Kepler-274 c,1385.51,6023.00,,1.01,2014-05-14,2014,Kepler,3
2596,Kepler-275,b,Kepler-275 b,2155.20,6165.00,,1.38,2014-05-14,2014,Kepler,3
2597,Kepler-275,c,Kepler-275 c,2155.20,6165.00,,1.38,2014-05-14,2014,Kepler,3
2598,Kepler-275,d,Kepler-275 d,2155.20,6165.00,,1.38,2014-05-14,2014,Kepler,3
2599,Kepler-276,b,Kepler-276 b,1181.73,6105.00,,1.05,2014-05-14,2014,Kepler,3
2600,Kepler-276,c,Kepler-276 c,1181.73,6105.00,,1.05,2014-05-14,2013,Kepler,3
2601,Kepler-276,d,Kepler-276 d,1181.73,6105.00,,1.05,2014-05-14,2013,Kepler,3
2602,Kepler-277,b,Kepler-277 b,1004.88,5946.00,,1.65,2014-05-14,2013,Kepler,3
2603,Kepler-277,c,Kepler-277 c,1004.88,5946.00,,1.65,2014-05-14,2013,Kepler,3
2604,Kepler-278,b,Kepler-278 b,448.65,4991.00,,2.94,2014-05-14,2014,Kepler,3
2605,Kepler-278,c,Kepler-278 c,448.65,4991.00,,2.94,2014-05-14,2014,Kepler,3
2606,Kepler-279,b,Kepler-279 b,1069.20,6363.00,,1.75,2014-05-14,2014,Kepler,3
2607,Kepler-279,c,Kepler-279 c,1069.20,6363.00,,1.75,2014-05-14,2013,Kepler,3
2608,Kepler-279,d,Kepler-279 d,1069.20,6363.00,,1.75,2014-05-14,2013,Kepler,3
2609,Kepler-28,b,Kepler-28 b,443.92,4590.00,0.75,0.70,2014-05-14,2011,Kepler,3
2610,Kepler-28,c,Kepler-28 c,443.92,4590.00,0.75,0.70,2014-05-14,2011,Kepler,3
2611,Kepler-280,b,Kepler-280 b,798.21,5744.00,,0.89,2014-05-14,2014,Kepler,3
2612,Kepler-280,c,Kepler-280 c,798.21,5744.00,,0.89,2014-05-14,2014,Kepler,3
2613,Kepler-281,b,Kepler-281 b,1835.00,5723.00,,0.90,2014-05-14,2014,Kepler,3
2614,Kepler-281,c,Kepler-281 c,1835.00,5723.00,,0.90,2014-05-14,2014,Kepler,3
2615,Kepler-282,b,Kepler-282 b,1390.97,5602.00,,0.90,2014-05-14,2014,Kepler,3
2616,Kepler-282,c,Kepler-282 c,1390.97,5602.00,,0.90,2014-05-14,2014,Kepler,3
2617,Kepler-282,d,Kepler-282 d,1390.97,5602.00,,0.90,2014-05-14,2013,Kepler,3
2618,Kepler-282,e,Kepler-282 e,1390.97,5602.00,,0.90,2014-05-14,2013,Kepler,3
2619,Kepler-283,b,Kepler-283 b,474.33,4351.00,,0.57,2014-05-14,2014,Kepler,3
2620,Kepler-283,c,Kepler-283 c,474.33,4351.00,,0.57,2014-05-14,2014,Kepler,3
2621,Kepler-284,b,Kepler-284 b,1062.79,5615.00,,0.81,2014-05-14,2014,Kepler,3
2622,Kepler-284,c,Kepler-284 c,1062.79,5615.00,,0.81,2014-05-14,2014,Kepler,3
2623,Kepler-285,b,Kepler-285 b,844.17,5411.00,,0.81,2014-05-14,2014,Kepler,3
2624,Kepler-285,c,Kepler-285 c,844.17,5411.00,,0.81,2014-05-14,2014,Kepler,3
2625,Kepler-286,b,Kepler-286 b,1266.68,5580.00,,0.86,2014-05-14,2014,Kepler,3
2626,Kepler-286,c,Kepler-286 c,1266.68,5580.00,,0.86,2014-05-14,2014,Kepler,3
2627,Kepler-286,d,Kepler-286 d,1266.68,5580.00,,0.86,2014-05-14,2014,Kepler,3
2628,Kepler-286,e,Kepler-286 e,1266.68,5580.00,,0.86,2014-05-14,2014,Kepler,3
2629,Kepler-287,b,Kepler-287 b,856.33,5806.00,,1.03,2014-05-14,2014,Kepler,3
2630,Kepler-287,c,Kepler-287 c,856.33,5806.00,,1.03,2014-05-14,2014,Kepler,3
2631,Kepler-288,b,Kepler-288 b,1236.21,5918.00,,1.09,2014-05-14,2014,Kepler,3
2632,Kepler-288,c,Kepler-288 c,1236.21,5918.00,,1.09,2014-05-14,2014,Kepler,3
2633,Kepler-288,d,Kepler-288 d,1236.21,5918.00,,1.09,2014-05-14,2014,Kepler,3
2634,Kepler-289,b,Kepler-289 b,718.95,5990.00,1.08,1.00,2014-11-19,2014,Kepler,3
2635,Kepler-289,c,Kepler-289 c,718.95,5990.00,1.08,1.00,2014-11-19,2014,Kepler,3
2636,Kepler-289,d,Kepler-289 d,718.95,5990.00,1.08,1.00,2014-11-19,2014,Kepler,3
2637,Kepler-29,b,Kepler-29 b,851.90,5378.00,0.76,0.73,2020-05-07,2011,Kepler,3
2638,Kepler-29,c,Kepler-29 c,851.90,5378.00,0.76,0.73,2020-05-07,2011,Kepler,3
2639,Kepler-290,b,Kepler-290 b,708.55,5147.00,,0.74,2014-05-14,2014,Kepler,3
2640,Kepler-290,c,Kepler-290 c,708.55,5147.00,,0.74,2014-05-14,2014,Kepler,3
2641,Kepler-291,b,Kepler-291 b,1884.37,6002.00,,1.02,2014-05-14,2014,Kepler,3
2642,Kepler-291,c,Kepler-291 c,1884.37,6002.00,,1.02,2014-05-14,2014,Kepler,3
2643,Kepler-292,b,Kepler-292 b,1087.23,5299.00,,0.83,2014-05-14,2014,Kepler,3
2644,Kepler-292,c,Kepler-292 c,1087.23,5299.00,,0.83,2014-05-14,2014,Kepler,3
2645,Kepler-292,d,Kepler-292 d,1087.23,5299.00,,0.83,2014-05-14,2014,Kepler,3
2646,Kepler-292,e,Kepler-292 e,1087.23,5299.00,,0.83,2014-05-14,2014,Kepler,3
2647,Kepler-292,f,Kepler-292 f,1087.23,5299.00,,0.83,2014-05-14,2014,Kepler,3
2648,Kepler-293,b,Kepler-293 b,1002.51,5804.00,,0.96,2014-05-14,2014,Kepler,3
2649,Kepler-293,c,Kepler-293 c,1002.51,5804.00,,0.96,2014-05-14,2014,Kepler,3
2650,Kepler-294,b,Kepler-294 b,1411.62,5913.00,,0.98,2014-05-14,2014,Kepler,3
2651,Kepler-294,c,Kepler-294 c,1411.62,5913.00,,0.98,2014-05-14,2014,Kepler,3
2652,Kepler-295,b,Kepler-295 b,1787.33,5603.00,,0.90,2014-05-14,2014,Kepler,3
2653,Kepler-295,c,Kepler-295 c,1787.33,5603.00,,0.90,2014-05-14,2014,Kepler,3
2654,Kepler-295,d,Kepler-295 d,1787.33,5603.00,,0.90,2014-05-14,2014,Kepler,3
2655,Kepler-296,b,Kepler-296 b,,3740.00,0.50,0.48,2015-09-03,2014,Kepler,3
2656,Kepler-296,c,Kepler-296 c,,3740.00,0.50,0.48,2015-09-03,2014,Kepler,3
2657,Kepler-296,d,Kepler-296 d,,3740.00,0.50,0.48,2015-09-03,2014,Kepler,3
2658,Kepler-296,e,Kepler-296 e,,3740.00,0.50,0.48,2015-09-03,2014,Kepler,3
2659,Kepler-296,f,Kepler-296 f,,3740.00,0.50,0.48,2015-09-03,2014,Kepler,3
2660,Kepler-297,b,Kepler-297 b,706.21,5619.00,,0.92,2014-05-14,2014,Kepler,3
2661,Kepler-297,c,Kepler-297 c,706.21,5619.00,,0.92,2014-05-14,2014,Kepler,3
2662,Kepler-298,b,Kepler-298 b,525.98,4465.00,,0.58,2014-05-14,2014,Kepler,3
2663,Kepler-298,c,Kepler-298 c,525.98,4465.00,,0.58,2014-05-14,2014,Kepler,3
2664,Kepler-298,d,Kepler-298 d,525.98,4465.00,,0.58,2014-05-14,2014,Kepler,3
2665,Kepler-299,b,Kepler-299 b,1084.89,5617.00,,1.03,2014-05-14,2014,Kepler,3
2666,Kepler-299,c,Kepler-299 c,1084.89,5617.00,,1.03,2014-05-14,2014,Kepler,3
2667,Kepler-299,d,Kepler-299 d,1084.89,5617.00,,1.03,2014-05-14,2014,Kepler,3
2668,Kepler-299,e,Kepler-299 e,1084.89,5617.00,,1.03,2014-05-14,2014,Kepler,3
2669,Kepler-30,b,Kepler-30 b,938.33,5498.00,0.99,0.95,2014-05-14,2012,Kepler,3
2670,Kepler-30,c,Kepler-30 c,938.33,5498.00,0.99,0.95,2014-05-14,2012,Kepler,3
2671,Kepler-30,d,Kepler-30 d,938.33,5498.00,0.99,0.95,2014-05-14,2012,Kepler,3
2672,Kepler-300,b,Kepler-300 b,1134.23,5986.00,,0.90,2014-05-14,2014,Kepler,3
2673,Kepler-300,c,Kepler-300 c,1134.23,5986.00,,0.90,2014-05-14,2014,Kepler,3
2674,Kepler-301,b,Kepler-301 b,734.31,5815.00,,0.90,2014-05-14,2014,Kepler,3
2675,Kepler-301,c,Kepler-301 c,734.31,5815.00,,0.90,2014-05-14,2014,Kepler,3
2676,Kepler-301,d,Kepler-301 d,734.31,5815.00,,0.90,2014-05-14,2014,Kepler,3
2677,Kepler-302,b,Kepler-302 b,1459.64,5740.00,,1.22,2014-05-14,2014,Kepler,3
2678,Kepler-302,c,Kepler-302 c,1459.64,5740.00,,1.22,2014-05-14,2014,Kepler,3
2679,Kepler-303,b,Kepler-303 b,211.01,3944.00,,0.48,2014-05-14,2014,Kepler,3
2680,Kepler-303,c,Kepler-303 c,211.01,3944.00,,0.48,2014-05-14,2014,Kepler,3
2681,Kepler-304,b,Kepler-304 b,440.12,4731.00,,0.69,2014-05-14,2014,Kepler,3
2682,Kepler-304,c,Kepler-304 c,440.12,4731.00,,0.69,2014-05-14,2014,Kepler,3
2683,Kepler-304,d,Kepler-304 d,440.12,4731.00,,0.69,2014-05-14,2014,Kepler,3
2684,Kepler-304,e,Kepler-304 e,440.12,4731.00,,0.69,2016-05-10,2016,Kepler,3
2685,Kepler-305,b,Kepler-305 b,889.64,5100.00,,0.79,2014-05-14,2013,Kepler,3
2686,Kepler-305,c,Kepler-305 c,889.64,5100.00,,0.79,2014-05-14,2013,Kepler,3
2687,Kepler-305,d,Kepler-305 d,889.64,5100.00,,0.79,2014-05-14,2014,Kepler,3
2688,Kepler-306,b,Kepler-306 b,793.00,4954.00,,0.72,2014-05-14,2014,Kepler,3
